#RESOURCE=yCat_35210055
#Name: J/A+A/521/A55
#Title: The mass function of nearby black holes (Caramete+, 2010)
#Coosys G: galactic     
#Table J_A_A_521_A55_bh:
#Name: J/A+A/521/A55/bh
#Title: Catalog of the massive black hole used to construct the mass function
#---Details of Columns:
#    z             (F8.5)  [0/0.025] Redshift [ucd=src.redshift]
#    Mbh (MMsun)   (F8.3)  Black hole mass [ucd=phys.mass]
#    e_Mbh (MMsun) (F8.3)  Error on black hole mass [ucd=stat.error]
#-------- -------- --------
#         Mbh      e_Mbh   
#z        (MMsun)  (MMsun) 
#-------- -------- --------
 0.01915  110.140   55.070
 0.01393   97.068   48.534
 0.01533  111.147   55.574
 0.00985   48.216   24.108
 0.01004  167.879   83.939
 0.01194  138.913   69.456
 0.01310  179.582   89.791
 0.01200   46.719   23.360
 0.00616   69.609   34.805
 0.01124   46.795   23.397
 0.00996   38.358   19.179
 0.01209  176.562   88.281
 0.01185  161.527   80.763
 0.01068   41.066   20.533
 0.00560   80.969   40.484
 0.00756  142.253   71.126
 0.01359  599.463  299.731
 0.01198  577.333  288.667
 0.01981  145.554   72.777
 0.01290  121.534   60.767
 0.00963  204.159  102.080
 0.00317   30.369   15.185
 0.01465   88.969   44.485
 0.01333   83.750   41.875
 0.00951   71.146   35.573
 0.01054   90.203   45.102
 0.01102   63.655   31.827
 0.01314  156.427   78.213
 0.01146   86.106   43.053
 0.01611  198.515   99.258
 0.01179   78.175   39.087
 0.01445   90.303   45.152
 0.01152   45.454   22.727
 0.01473  109.955   54.978
 0.01217   82.663   41.332
 0.01154   42.961   21.481
 0.01483  136.365   68.183
 0.01355   69.608   34.804
 0.00922   90.684   45.342
 0.00453   37.008   18.504
 0.01837  285.902  142.951
 0.01727  142.666   71.333
 0.00400   77.225   38.613
 0.01007  191.895   95.948
 0.01553  142.940   71.470
 0.01242  114.580   57.290
 0.01196   50.444   25.222
 0.01174  172.984   86.492
 0.01638  117.508   58.754
 0.00044    0.050    0.025
 0.01596  168.634   84.317
 0.01171   41.991   20.995
 0.02435  206.868  103.434
 0.01411  373.445  186.722
 0.01607   90.222   45.111
 0.01153  116.957   58.479
 0.01251  239.791  119.895
 0.01316  149.773   74.886
 0.01392   94.201   47.100
 0.01493  131.625   65.813
 0.01499  168.875   84.437
 0.01528   86.749   43.374
 0.02266  150.503   75.252
 0.01030  198.546   99.273
 0.01412   61.548   30.774
 0.01495  220.443  110.221
 0.01649  174.150   87.075
 0.01657  187.886   93.943
 0.00792   32.824   16.412
 0.01568  183.810   91.905
 0.02191  142.558   71.279
 0.00378   20.088   10.044
 0.00051    0.045    0.022
 0.02244  335.270  167.635
 0.01256  109.221   54.610
 0.01729  154.073   77.037
 0.01840  115.298   57.649
 0.01225  328.638  164.319
 0.00351  163.159   81.580
 0.01250   57.168   28.584
 0.01607  284.994  142.497
 0.01253  190.380   95.190
 0.01744  194.595   97.297
 0.01456  145.576   72.788
 0.01896  177.175   88.587
 0.01478   65.877   32.939
 0.01766  109.816   54.908
 0.01463  136.106   68.053
 0.01247  254.249  127.125
 0.00570   33.462   16.731
 0.01690  133.973   66.987
 0.01981  225.921  112.960
 0.01787  344.298  172.149
 0.01630  324.810  162.405
 0.01359  216.780  108.390
 0.01737  215.793  107.896
 0.02060  353.805  176.903
 0.00917   71.080   35.540
 0.00954  118.055   59.027
 0.01943  209.218  104.609
 0.02013  223.329  111.665
 0.02132  314.543  157.272
 0.00850   79.238   39.619
 0.00704   72.574   36.287
 0.00977   41.710   20.855
 0.02231  370.224  185.112
 0.01318  107.487   53.743
 0.01936  256.250  128.125
 0.02096  146.087   73.044
 0.00618   14.869    7.435
 0.01252  241.176  120.588
 0.01718   87.778   43.889
 0.00943   32.556   16.278
 0.01301   95.604   47.802
 0.00931  187.328   93.664
 0.01237  182.082   91.041
 0.01067   39.583   19.792
 0.01054   48.345   24.172
 0.01798   96.854   48.427
 0.00806   71.310   35.655
 0.01785  398.305  199.152
 0.00934  253.484  126.742
 0.01717  124.488   62.244
 0.01010   38.535   19.268
 0.00870   43.464   21.732
 0.02088  213.312  106.656
 0.01067  348.371  174.185
 0.01269  567.861  283.931
 0.01209   50.670   25.335
 0.00866   23.460   11.730
 0.01631  167.105   83.552
 0.00807  112.054   56.027
 0.00822   19.780    9.890
 0.01775  306.395  153.198
 0.00927   44.458   22.229
 0.01871  267.963  133.981
 0.02118  290.858  145.429
 0.00434    6.160    3.080
 0.01081  305.069  152.534
 0.00367   85.918   42.959
 0.00826   52.972   26.486
 0.01806  107.938   53.969
 0.02060  165.792   82.896
 0.00583   38.822   19.411
 0.00573   31.938   15.969
 0.01546  166.365   83.183
 0.01783  189.276   94.638
 0.00567  142.891   71.446
 0.02156  225.779  112.890
 0.00926   49.761   24.881
 0.01415  146.184   73.092
 0.01047   34.724   17.362
 0.00919   82.118   41.059
 0.01652  264.887  132.443
 0.02083  137.620   68.810
 0.02064  225.051  112.525
 0.01081   77.225   38.613
 0.00357   24.020   12.010
 0.01402   76.955   38.477
 0.01619  174.299   87.150
 0.01083  109.186   54.593
 0.01081  123.299   61.650
 0.01071  316.408  158.204
 0.00652  189.736   94.868
 0.00958   29.133   14.567
 0.02072  126.731   63.366
 0.02109  564.913  282.457
 0.01050  111.050   55.525
 0.01019  102.267   51.134
 0.00337   56.204   28.102
 0.00948   50.296   25.148
 0.02422  457.961  228.980
 0.01972  210.864  105.432
 0.01044    3.065    1.533
 0.01899  260.878  130.439
 0.00879   70.936   35.468
 0.02438  369.644  184.822
 0.00642  112.357   56.178
 0.01016  268.854  134.427
 0.00965   37.720   18.860
 0.01075   47.246   23.623
 0.01167  365.430  182.715
 0.02175  145.206   72.603
 0.01520  300.402  150.201
 0.01151   48.218   24.109
 0.01515  122.522   61.261
 0.01829  196.502   98.251
 0.02141  268.078  134.039
 0.01456   92.907   46.454
 0.02412  243.361  121.680
 0.01969  320.373  160.186
 0.02190  210.415  105.207
 0.01185  226.296  113.148
 0.00934   32.425   16.213
 0.02490  199.013   99.507
 0.00942  573.387  286.693
 0.02114  269.597  134.799
 0.01782  359.590  179.795
 0.01672  120.926   60.463
 0.01935  304.099  152.049
 0.01404  132.772   66.386
 0.00969   57.027   28.514
 0.00872   72.230   36.115
 0.01634   91.571   45.785
 0.01863  552.527  276.263
 0.01011   60.762   30.381
 0.02452  271.001  135.500
 0.01794  180.817   90.408
 0.01708  164.368   82.184
 0.01003  118.285   59.142
 0.00459   34.393   17.196
 0.01663  103.950   51.975
 0.02155  344.066  172.033
 0.02210  192.243   96.122
 0.01559   78.715   39.357
 0.01937  128.839   64.419
 0.00841   94.922   47.461
 0.01997  139.803   69.902
 0.01734  251.499  125.749
 0.01869  386.141  193.070
 0.01756  223.195  111.597
 0.01606  164.123   82.062
 0.01760  110.653   55.327
 0.02117  155.622   77.811
 0.00507   10.304    5.152
 0.01064  110.866   55.433
 0.02192  241.986  120.993
 0.01586  133.518   66.759
 0.00535   55.822   27.911
 0.01410   73.996   36.998
 0.01004  123.140   61.570
 0.00661   17.058    8.529
 0.02174  159.069   79.535
 0.00630   29.908   14.954
 0.00661   88.837   44.419
 0.01435  182.764   91.382
 0.01092  301.775  150.888
 0.00997  286.099  143.050
 0.01167  106.537   53.269
 0.01850  150.567   75.284
 0.00350    7.558    3.779
 0.01123  166.262   83.131
 0.01891  134.334   67.167
 0.00518   12.622    6.311
 0.00934  165.990   82.995
 0.01815  163.587   81.794
 0.01834  272.645  136.322
 0.00087   55.958   27.979
 0.01335   94.599   47.299
 0.01940  115.977   57.988
 0.01989  267.995  133.997
 0.01902  523.611  261.805
 0.02012  153.280   76.640
 0.01640   98.976   49.488
 0.00699   71.613   35.806
 0.02184  296.191  148.096
 0.01906  215.859  107.929
 0.01958  993.552  496.776
 0.00955   75.521   37.760
 0.01861  119.075   59.537
 0.01882  132.447   66.224
 0.01868  126.906   63.453
 0.02371  441.530  220.765
 0.00848   52.250   26.125
 0.01951  408.165  204.082
 0.02082  326.074  163.037
 0.02047  189.699   94.850
 0.02101  155.366   77.683
 0.00323   11.944    5.972
 0.02222  174.805   87.403
 0.00467  318.311  159.156
 0.02047  140.927   70.463
 0.02020  258.305  129.153
 0.00939   26.541   13.271
 0.00459   33.686   16.843
 0.00987  129.505   64.752
 0.02401  217.110  108.555
 0.02046  293.252  146.626
 0.01925  116.301   58.151
 0.00925  118.645   59.323
 0.00955   58.893   29.447
 0.00481   61.181   30.591
 0.00905   80.422   40.211
 0.01757   89.997   44.999
 0.00723   41.288   20.644
 0.01341   82.221   41.110
 0.02148  424.791  212.395
 0.00354  261.344  130.672
 0.00563   40.285   20.142
 0.00767   30.412   15.206
 0.01650  217.495  108.748
 0.01992  255.368  127.684
 0.01186   77.358   38.679
 0.02208  412.651  206.325
 0.01589   76.534   38.267
 0.00868  174.875   87.437
 0.00466   23.279   11.639
 0.02165  139.606   69.803
 0.00791  134.521   67.261
 0.02145  142.051   71.026
 0.00077    0.277    0.138
 0.02069  178.494   89.247
 0.00596  104.343   52.171
 0.00157   38.161   19.080
 0.01652  119.636   59.818
 0.01452   79.017   39.509
 0.00081  323.724  161.862
 0.00842  287.018  143.509
 0.00964  396.343  198.172
 0.02059  764.568  382.284
 0.00691   72.807   36.403
 0.00804  182.386   91.193
 0.02001  591.637  295.819
 0.02082  140.418   70.209
 0.00953  105.839   52.920
 0.01907  209.424  104.712
 0.02118  525.388  262.694
 0.01280   66.549   33.275
 0.00690    7.759    3.879
 0.01590  107.877   53.938
 0.01864  232.209  116.105
 0.02012  240.928  120.464
 0.00315   66.604   33.302
 0.01903  147.531   73.765
 0.01817  271.645  135.823
 0.01937  150.353   75.177
 0.01826  161.414   80.707
 0.00034    0.090    0.045
 0.00745   87.960   43.980
 0.01507  362.948  181.474
 0.01490  181.083   90.541
 0.01322  116.730   58.365
 0.01790  475.716  237.858
 0.00905   28.648   14.324
 0.02185  306.627  153.314
 0.00646  102.610   51.305
 0.01832   98.444   49.222
 0.01839  222.994  111.497
 0.00404  136.409   68.205
 0.00267   55.445   27.722
 0.00718  165.125   82.563
 0.00622   62.392   31.196
 0.02252  162.319   81.160
 0.02020  375.780  187.890
 0.00455   56.474   28.237
 0.02203  397.753  198.877
 0.00024    0.449    0.225
 0.02189  270.370  135.185
 0.02163  219.898  109.949
 0.01876  181.496   90.748
 0.02092  141.866   70.933
 0.00303    7.679    3.840
 0.02217  450.313  225.157
 0.02022  445.371  222.685
 0.00747  193.313   96.657
 0.02062  349.205  174.603
 0.00364   27.689   13.844
 0.02280  207.405  103.702
 0.00441   11.263    5.632
 0.00317    8.064    4.032
 0.02237  347.467  173.734
 0.00530   26.959   13.479
 0.01041  140.547   70.274
 0.00959   91.981   45.990
 0.02032  176.554   88.277
 0.02101  435.593  217.797
 0.01164   87.532   43.766
 0.00956  145.806   72.903
 0.01841  309.911  154.955
 0.02250  186.086   93.043
 0.00464  124.882   62.441
 0.00311    6.821    3.410
 0.00920   38.410   19.205
 0.00212   24.566   12.283
 0.00953  181.791   90.896
 0.01005  113.831   56.915
 0.00644  166.454   83.227
 0.02302  187.289   93.644
 0.01158   82.126   41.063
 0.00510   38.488   19.244
 0.00636   57.085   28.542
 0.00447   45.665   22.832
 0.00241   17.980    8.990
 0.00949  133.635   66.817
 0.01886  289.782  144.891
 0.01612   85.551   42.776
 0.01825  182.525   91.263
 0.02191  380.358  190.179
 0.00560   19.738    9.869
 0.00447    6.161    3.080
 0.00557   40.043   20.021
 0.00452  150.822   75.411
 0.00831  130.611   65.306
 0.00653  208.677  104.339
 0.01019 1048.635  524.317
 0.00748  177.349   88.674
 0.00419   76.739   38.369
 0.00940  149.252   74.626
 0.00919   28.464   14.232
 0.02389  342.783  171.392
 0.00746  410.664  205.332
 0.00292   12.661    6.331
 0.00692   34.084   17.042
 0.00845   51.273   25.637
 0.02341  552.970  276.485
 0.00323   31.154   15.577
 0.01079  160.986   80.493
 0.01913  251.278  125.639
 0.01834  205.560  102.780
 0.00931  102.133   51.067
 0.01529  273.672  136.836
 0.00801   22.333   11.166
 0.00512   27.887   13.944
 0.02209  150.611   75.306
 0.01974  231.606  115.803
 0.00970  373.132  186.566
 0.01968  160.979   80.490
 0.00761 1161.028  580.514
 0.00786   96.040   48.020
 0.00661   44.991   22.496
 0.00305  116.362   58.181
 0.01367  152.446   76.223
 0.00290    6.685    3.342
 0.00792   66.119   33.060
 0.00732   19.706    9.853
 0.02420  360.262  180.131
 0.00310    3.274    1.637
 0.01414  203.068  101.534
 0.00605  408.076  204.038
 0.02354  212.057  106.029
 0.00055    0.032    0.016
 0.01095   94.427   47.213
 0.01953  110.558   55.279
 0.00904  151.765   75.882
 0.02130  195.502   97.751
 0.01416  207.355  103.677
 0.00657   23.046   11.523
 0.02176  447.740  223.870
 0.00578  211.735  105.868
 0.02393  228.972  114.486
 0.01176  198.837   99.419
 0.00825   21.177   10.589
 0.00559   12.875    6.437
 0.00306    6.095    3.047
 0.00721   44.658   22.329
 0.00450   46.739   23.370
 0.01814  119.804   59.902
 0.00273   51.950   25.975
 0.00250    9.940    4.970
 0.00971   99.939   49.970
 0.02326  309.827  154.913
 0.00338   19.113    9.557
 0.00770   58.902   29.451
 0.01533  190.252   95.126
 0.00308    3.377    1.689
 0.00436  579.643  289.821
 0.00246    5.176    2.588
 0.00415  368.370  184.185
 0.00146    0.805    0.402
 0.00753   55.209   27.604
 0.02200  196.695   98.348
 0.01922  304.480  152.240
 0.02375  293.707  146.854
 0.00620   11.932    5.966
 0.00261    8.287    4.144
 0.00050    0.023    0.011
 0.02348  207.632  103.816
 0.01335  255.205  127.603
 0.00177   87.933   43.966
 0.00430   39.562   19.781
 0.01501  244.780  122.390
 0.02297  156.012   78.006
 0.00547   26.013   13.007
 0.01944  241.202  120.601
 0.00303    7.105    3.553
 0.01377  150.323   75.162
 0.00556   80.629   40.315
 0.00120    0.256    0.128
 0.01842  344.968  172.484
 0.01037   42.353   21.176
 0.00546   64.235   32.118
 0.00166    0.509    0.254
 0.02182  189.486   94.743
 0.01771  221.985  110.992
 0.02312  448.049  224.025
 0.00993  438.618  219.309
 0.01889  212.847  106.424
 0.01967  367.767  183.884
 0.00349    9.937    4.968
 0.00357   48.977   24.488
 0.02125  233.359  116.679
 0.01482  131.253   65.626
 0.01837  151.169   75.585
 0.02074  186.830   93.415
 0.01212   52.594   26.297
 0.00393   14.063    7.032
 0.00940   32.057   16.028
 0.00162  111.343   55.672
 0.02314  159.304   79.652
 0.00565  128.114   64.057
 0.00602   28.782   14.391
 0.01324   88.206   44.103
 0.00651  121.978   60.989
 0.02350  252.304  126.152
 0.00448   90.192   45.096
 0.00854  185.138   92.569
 0.00196    3.434    1.717
 0.00065   27.674   13.837
 0.00497   50.609   25.304
 0.01448  156.792   78.396
 0.00539   56.410   28.205
 0.02024  418.100  209.050
 0.02194  251.154  125.577
 0.00727   53.306   26.653
 0.01736  105.217   52.609
 0.01457   90.475   45.237
 0.00587  211.116  105.558
 0.02128  146.668   73.334
 0.00908  115.042   57.521
 0.00415    9.650    4.825
 0.02364  318.079  159.040
 0.00484   27.459   13.729
 0.01635  122.822   61.411
 0.00585   11.093    5.546
 0.02034  585.719  292.860
 0.00475    9.252    4.626
 0.00947   44.953   22.477
 0.00292   18.620    9.310
 0.00907  184.425   92.212
 0.01951  143.759   71.880
 0.01402  123.978   61.989
 0.00901  172.475   86.238
 0.00333  494.803  247.401
 0.00780   35.038   17.519
 0.00526  259.158  129.579
 0.02191  320.975  160.487
 0.01366  205.532  102.766
 0.00430   10.823    5.412
 0.02054  225.790  112.895
 0.01256  117.356   58.678
 0.01471   68.501   34.250
 0.00580  503.110  251.555
 0.02255  235.899  117.950
 0.01761  259.452  129.726
 0.00324   11.701    5.850
 0.01793  231.686  115.843
 0.00973  211.648  105.824
 0.01736  106.570   53.285
 0.00765   51.968   25.984
 0.01562  211.530  105.765
 0.00694   25.884   12.942
 0.00404    6.925    3.462
 0.00448   33.386   16.693
 0.00592   52.722   26.361
 0.01444  102.684   51.342
 0.01810  205.658  102.829
 0.02268  217.230  108.615
 0.01750  236.572  118.286
 0.00113  143.837   71.918
 0.00640   93.816   46.908
 0.00571  325.630  162.815
 0.00127   53.543   26.771
 0.00594   69.139   34.569
 0.00391   32.306   16.153
 0.01724  109.992   54.996
 0.00078    9.230    4.615
 0.01858  178.580   89.290
 0.00675   36.453   18.227
 0.01769  115.728   57.864
 0.02000  350.362  175.181
 0.01757  324.550  162.275
 0.00294   43.199   21.599
 0.00659   50.222   25.111
 0.01051   37.080   18.540
 0.02336  298.803  149.401
 0.02183  240.888  120.444
 0.01873  118.485   59.242
 0.00210    6.409    3.205
 0.00381   57.461   28.731
 0.01616  558.937  279.468
 0.00544   14.270    7.135
 0.00593   14.862    7.431
 0.00919  323.048  161.524
 0.00727   30.550   15.275
 0.01155  137.983   68.992
 0.00149  280.909  140.454
 0.01112  215.695  107.848
 0.00507  420.813  210.407
 0.01505   87.718   43.859
 0.02485  462.360  231.180
 0.02408  215.003  107.502
 0.01791  235.250  117.625
 0.00791   36.500   18.250
 0.01078  154.279   77.139
 0.01391  114.615   57.308
 0.01750  135.103   67.551
 0.01460   82.770   41.385
 0.01856  218.919  109.460
 0.01864  239.699  119.849
 0.00742   62.457   31.228
 0.01498  304.956  152.478
 0.00803   99.887   49.944
 0.00646  262.835  131.418
 0.02248  165.098   82.549
 0.01928  460.470  230.235
 0.02272  290.647  145.324
 0.00758   48.005   24.003
 0.00794   24.750   12.375
 0.02127  236.552  118.276
 0.00661   58.711   29.356
 0.00611   85.527   42.763
 0.01622  238.222  119.111
 0.01734  250.805  125.403
 0.01863  275.304  137.652
 0.01458  158.154   79.077
 0.02164  297.648  148.824
 0.01467  120.455   60.228
 0.00577   60.947   30.473
 0.01474  134.716   67.358
 0.00728   28.564   14.282
 0.01302   81.911   40.956
 0.01001  101.671   50.835
 0.00706   15.054    7.527
 0.02240  169.547   84.773
 0.02435  210.029  105.014
 0.02425 1659.629  829.815
 0.02352  181.182   90.591
 0.00555   42.671   21.335
 0.02230  182.624   91.312
 0.00624  259.345  129.673
 0.00385    8.623    4.312
 0.01131  106.699   53.349
 0.01022   36.697   18.348
 0.00753   53.563   26.781
 0.01306   59.540   29.770
 0.01941  150.605   75.302
 0.02404  235.536  117.768
 0.00380   16.671    8.335
 0.00189    4.855    2.428
 0.01535  428.385  214.193
 0.02254  159.199   79.600
 0.00905  109.894   54.947
 0.00345   23.701   11.851
 0.01636  186.676   93.338
 0.01100  181.641   90.821
 0.01488  118.520   59.260
 0.02046  379.876  189.938
 0.01284  195.095   97.548
 0.01592  365.672  182.836
 0.01342  268.555  134.278
 0.00654   29.476   14.738
 0.00137  163.041   81.521
 0.00622  135.984   67.992
 0.00069    0.027    0.013
 0.01037   37.385   18.692
 0.00808   33.799   16.899
 0.00897  163.902   81.951
 0.01575   84.444   42.222
 0.02455  244.282  122.141
 0.00265   18.519    9.260
 0.02452  252.535  126.268
 0.02391  221.746  110.873
 0.00983  179.757   89.879
 0.02228  616.565  308.283
 0.01499   77.730   38.865
 0.02028  119.370   59.685
 0.02392  177.501   88.751
 0.01355   80.949   40.474
 0.00402  183.775   91.887
 0.01437  316.898  158.449
 0.00388   93.608   46.804
 0.00300    5.295    2.648
 0.00350   83.952   41.976
 0.00606   33.924   16.962
 0.02252  348.634  174.317
 0.01113  105.833   52.917
 0.01002   61.373   30.686
 0.02380  223.327  111.664
 0.00625   25.787   12.894
 0.00160    0.914    0.457
 0.00373  452.765  226.383
 0.01516  232.388  116.194
 0.01533  115.897   57.948
 0.01703  429.848  214.924
 0.02308  516.784  258.392
 0.02316  269.015  134.508
 0.00631    9.296    4.648
 0.02196  162.200   81.100
 0.00672   49.008   24.504
 0.00284    2.449    1.224
 0.01632   97.832   48.916
 0.02221  215.996  107.998
 0.01689  100.866   50.433
 0.00598   94.788   47.394
 0.01849  284.980  142.490
 0.01682  346.846  173.423
 0.01755  211.466  105.733
 0.00612   32.260   16.130
 0.00361   41.911   20.955
 0.01552   87.102   43.551
 0.01551  125.738   62.869
 0.01790  191.357   95.679
 0.00560  188.966   94.483
 0.01769  194.510   97.255
 0.01991  161.326   80.663
 0.02257  181.171   90.586
 0.01115  202.014  101.007
 0.00900  574.745  287.373
 0.01133  688.042  344.021
 0.00979  185.760   92.880
 0.01718  193.635   96.817
 0.01642  553.603  276.801
 0.00313  312.098  156.049
 0.01557  201.568  100.784
 0.01650  209.806  104.903
 0.00981   83.803   41.902
 0.00977  197.270   98.635
 0.01886  148.481   74.241
 0.02175  234.912  117.456
 0.00445  138.386   69.193
 0.00972   44.210   22.105
 0.01508  318.873  159.436
 0.01890  167.923   83.962
 0.01778  528.205  264.102
 0.01754  112.667   56.334
 0.00342  778.437  389.218
 0.01774  404.660  202.330
 0.02334  195.322   97.661
 0.01642  103.225   51.613
 0.02200  155.894   77.947
 0.01611  219.196  109.598
 0.01338  104.963   52.481
 0.01244  106.600   53.300
 0.00943   94.425   47.213
 0.02153  194.302   97.151
 0.00262   47.264   23.632
 0.00698   73.731   36.865
 0.00972   37.181   18.590
 0.00499   74.061   37.030
 0.00623  138.447   69.224
 0.02340  252.389  126.195
 0.01029   88.258   44.129
 0.02310  220.559  110.279
 0.01180  253.995  126.998
 0.01313   55.214   27.607
 0.01054  189.475   94.737
 0.00409   21.569   10.784
 0.01170  107.056   53.528
 0.00470    8.138    4.069
 0.00392   25.902   12.951
 0.01196   96.031   48.016
 0.02484  329.098  164.549
 0.00803   54.539   27.270
 0.01056   76.539   38.269
 0.00994   88.259   44.130
 0.00994   41.105   20.553
 0.00994  123.186   61.593
 0.02275  230.477  115.238
 0.01230   90.673   45.337
 0.00334   67.827   33.913
 0.01465  218.215  109.108
 0.01066   52.678   26.339
 0.00502   12.535    6.267
 0.01007   68.453   34.226
 0.01434   94.904   47.452
 0.01045   82.026   41.013
 0.01069   66.446   33.223
 0.02148  321.052  160.526
 0.01080  157.383   78.691
 0.00375   85.299   42.650
 0.00524   30.723   15.361
 0.01587   80.574   40.287
 0.01749  104.970   52.485
 0.02449  395.828  197.914
 0.00915   56.683   28.341
 0.01530   79.540   39.770
 0.01552   73.216   36.608
 0.02439  493.348  246.674
 0.00936   52.622   26.311
 0.01457  330.011  165.005
 0.01570   80.354   40.177
 0.01089  321.753  160.877
 0.00958   45.637   22.819
 0.00370   33.954   16.977
 0.01591  213.985  106.992
 0.00985  235.429  117.715
 0.00877  143.659   71.830
 0.02356  350.146  175.073
 0.00414   98.074   49.037
 0.00843   29.603   14.802
 0.02338  187.484   93.742
 0.02368  461.478  230.739
 0.01068   92.515   46.257
 0.01580  236.440  118.220
 0.00465  349.537  174.769
 0.01349  148.304   74.152
 0.01288   55.405   27.703
 0.01514  107.218   53.609
 0.01071   84.382   42.191
 0.00873   58.320   29.160
 0.01036  100.194   50.097
 0.01487  348.212  174.106
 0.01310   64.338   32.169
 0.01121  124.244   62.122
 0.01038  172.160   86.080
 0.01683  496.379  248.190
 0.01559   72.527   36.264
 0.01105  108.991   54.496
 0.01191  152.709   76.355
 0.01491  112.245   56.123
 0.01212   88.359   44.179
 0.01390  109.337   54.669
 0.00884   78.522   39.261
 0.00615   11.816    5.908
 0.02333  276.521  138.261
 0.00987  803.695  401.847
 0.01181   58.771   29.385
 0.01159   48.866   24.433
 0.01306  371.200  185.600
 0.01475  116.137   58.069
 0.01432  304.994  152.497
 0.01574   97.548   48.774
 0.01425  121.220   60.610
 0.01611  115.503   57.752
 0.01086  119.786   59.893
 0.00652   22.219   11.109
 0.01116   55.338   27.669
 0.01492  217.033  108.516
 0.01210   78.490   39.245
 0.01559  178.622   89.311
 0.01409  100.878   50.439
 0.00720   19.654    9.827
 0.01288  193.088   96.544
 0.00309   20.930   10.465
 0.01243   67.711   33.856
 0.01560  201.826  100.913
 0.01055  137.545   68.773
 0.00795   63.554   31.777
 0.01588  224.171  112.085
 0.01548  180.452   90.226
 0.01769  161.975   80.987
 0.00795   24.950   12.475
 0.01530   95.681   47.841
 0.00824   27.116   13.558
 0.01315   74.846   37.423
 0.01303  175.311   87.656
 0.01564  229.677  114.838
 0.01522  116.103   58.052
 0.01131   58.182   29.091
 0.01140   89.634   44.817
 0.01591  105.038   52.519
 0.01079  354.870  177.435
 0.01465  105.800   52.900
 0.00438   20.987   10.493
 0.02091  128.747   64.374
 0.01047   64.093   32.047
 0.01067  122.517   61.259
 0.01047   76.915   38.458
 0.01115  113.519   56.760
 0.01258  211.200  105.600
 0.01034  120.901   60.450
 0.01228   48.253   24.127
 0.00698   65.951   32.976
 0.01316  148.127   74.063
 0.00424   40.612   20.306
 0.00995   99.308   49.654
 0.01120  192.797   96.399
 0.01538  138.853   69.427
 0.00977  262.932  131.466
 0.01483  168.226   84.113
 0.01156  165.788   82.894
 0.01476   84.447   42.223
 0.01408  129.660   64.830
 0.00697  159.249   79.624
 0.01600  230.911  115.456
 0.01463  158.444   79.222
 0.01227  362.916  181.458
 0.01649  159.560   79.780
 0.01600  249.528  124.764
 0.01446  181.313   90.657
 0.00595   36.173   18.086
 0.00853   29.654   14.827
 0.00999  210.736  105.368
 0.01360  278.228  139.114
 0.00282    3.832    1.916
 0.01064   38.426   19.213
 0.01034   48.622   24.311
 0.01329   52.939   26.470
 0.01421  457.437  228.718
 0.01349  172.404   86.202
 0.02369  463.263  231.632
 0.00449  116.684   58.342
 0.01335  111.108   55.554
 0.00682  230.352  115.176
 0.01217  188.550   94.275
 0.01162  149.297   74.648
 0.01672  149.165   74.583
 0.01618   79.220   39.610
 0.01472  400.891  200.445
 0.01264  164.139   82.070
 0.00505   13.660    6.830
 0.01175   94.849   47.425
 0.01055   92.992   46.496
 0.01223  133.654   66.827
 0.01626  474.332  237.166
 0.00239    3.073    1.537
 0.01526  154.713   77.356
 0.01544 1218.185  609.093
 0.00727  182.076   91.038
 0.01416   90.635   45.318
 0.00972  118.956   59.478
 0.00347  138.792   69.396
 0.02161  140.339   70.169
 0.01553  154.299   77.149
 0.00420   12.193    6.096
 0.02482  257.153  128.576
 0.01255  271.023  135.511
 0.00328   83.496   41.748
 0.02420  334.446  167.223
 0.01550  504.553  252.277
 0.01474   96.431   48.216
 0.01569   83.539   41.769
 0.01323  196.534   98.267
 0.02400  244.687  122.343
 0.01987  115.076   57.538
 0.01040   40.470   20.235
 0.01612   80.570   40.285
 0.01019  112.340   56.170
 0.01682   97.551   48.776
 0.02312  279.899  139.949
 0.01107  147.502   73.751
 0.00338   20.146   10.073
 0.02283  214.566  107.283
 0.02294  367.133  183.566
 0.02264  289.059  144.530
 0.01740   99.217   49.608
 0.02321  252.843  126.421
 0.01118  232.799  116.400
 0.00906   37.813   18.907
 0.01631  105.378   52.689
 0.01610  306.686  153.343
 0.01541  107.156   53.578
 0.01122   71.823   35.912
 0.01072   59.805   29.902
 0.01485  562.912  281.456
 0.01121   87.198   43.599
 0.01608  103.617   51.808
 0.00984  313.232  156.616
 0.01309  122.857   61.428
 0.02123  201.190  100.595
 0.00465   15.585    7.792
 0.01704  739.995  369.997
 0.01696  225.993  112.997
 0.01088   51.657   25.828
 0.01674  223.610  111.805
 0.01642  139.890   69.945
 0.01536  439.335  219.668
 0.02317  590.680  295.340
 0.02141  144.952   72.476
 0.01765  210.294  105.147
 0.01666  209.117  104.559
 0.01779  377.825  188.912
 0.01636   79.471   39.735
 0.00932   31.583   15.791
 0.02387  249.116  124.558
 0.01616  168.766   84.383
 0.01299  334.303  167.151
 0.00451  134.871   67.435
 0.00485  276.143  138.071
 0.01618  314.692  157.346
 0.01001   98.264   49.132
 0.01610  302.312  151.156
 0.00945   39.071   19.535
 0.00974   96.022   48.011
 0.01459   66.331   33.166
 0.01501  437.704  218.852
 0.00971   81.601   40.800
