#RESOURCE=yCat_35210055
#Name: J/A+A/521/A55
#Title: The mass function of nearby black holes (Caramete+, 2010)
#Coosys G: galactic     
#Table J_A_A_521_A55_bh:
#Name: J/A+A/521/A55/bh
#Title: Catalog of the massive black hole used to construct the mass function
#---Details of Columns:
#    z             (F8.5)  [0/0.025] Redshift [ucd=src.redshift]
#    Mbh (MMsun)   (F8.3)  Black hole mass [ucd=phys.mass]
#    e_Mbh (MMsun) (F8.3)  Error on black hole mass [ucd=stat.error]
#-------- -------- --------
#         Mbh      e_Mbh   
#z        (MMsun)  (MMsun) 
#-------- -------- --------
 0.01301  144.569   72.285
 0.01576  271.888  135.944
 0.01842  441.071  220.535
 0.02307  380.404  190.202
 0.01721  133.046   66.523
 0.01660  104.400   52.200
 0.01647  219.395  109.698
 0.01511  229.254  114.627
 0.01353  166.026   83.013
 0.01162   84.499   42.249
 0.01221   74.521   37.260
 0.01216  117.327   58.663
 0.01743  405.959  202.979
 0.01786  166.130   83.065
 0.01418   98.106   49.053
 0.02299  319.974  159.987
 0.01888  311.034  155.517
 0.01461  148.829   74.415
 0.00964  116.719   58.360
 0.00531   23.702   11.851
 0.01718  133.347   66.674
 0.01416  124.193   62.097
 0.02100  384.652  192.326
 0.01702  132.558   66.279
 0.01688  153.614   76.807
 0.00523   35.834   17.917
 0.01870  119.638   59.819
 0.00515  122.151   61.075
 0.01598   88.218   44.109
 0.01651  109.138   54.569
 0.01744  129.160   64.580
 0.01537  228.963  114.482
 0.01958  200.115  100.058
 0.01537  287.337  143.669
 0.01696  133.150   66.575
 0.01930  191.471   95.735
 0.01378   57.867   28.934
 0.01765  150.065   75.033
 0.01731 1013.169  506.585
 0.00950   30.857   15.429
 0.01450  376.308  188.154
 0.01685  157.067   78.533
 0.02333  246.160  123.080
 0.01810  259.356  129.678
 0.00665   34.521   17.261
 0.01662  100.254   50.127
 0.00311    5.986    2.993
 0.00329   12.809    6.404
 0.01630  124.233   62.116
 0.00508   13.453    6.727
 0.01469   74.406   37.203
 0.00320   60.439   30.219
 0.01752  287.877  143.938
 0.01675   87.039   43.519
 0.01746  262.770  131.385
 0.02040  200.951  100.476
 0.01572  111.100   55.550
 0.01630  270.913  135.456
 0.01579  200.250  100.125
 0.02334  316.010  158.005
 0.01638  251.368  125.684
 0.00269   81.842   40.921
 0.01474  175.471   87.736
 0.01673  233.709  116.855
 0.01796  182.514   91.257
 0.01202  112.709   56.354
 0.01502   89.569   44.785
 0.01835  111.276   55.638
 0.02150  149.674   74.837
 0.00601  184.835   92.417
 0.01740  154.431   77.216
 0.01439  156.426   78.213
 0.02006  366.516  183.258
 0.01787  113.512   56.756
 0.01559  104.545   52.272
 0.00664   26.464   13.232
 0.01345   61.295   30.648
 0.01583  164.350   82.175
 0.01813   98.386   49.193
 0.01354   62.829   31.415
 0.02414  389.004  194.502
 0.02060  123.914   61.957
 0.01434  327.693  163.847
 0.02046  160.018   80.009
 0.01529  121.236   60.618
 0.01599   78.736   39.368
 0.01660  216.903  108.451
 0.01894  507.864  253.932
 0.01530  178.896   89.448
 0.02099  209.185  104.592
 0.02121  181.797   90.899
 0.01940  154.238   77.119
 0.01919  305.026  152.513
 0.01083   51.192   25.596
 0.01458   87.644   43.822
 0.01412  130.029   65.015
 0.01601  266.824  133.412
 0.02157  259.471  129.736
 0.02072  139.214   69.607
 0.01088   36.155   18.077
 0.01687  264.652  132.326
 0.01656  296.456  148.228
 0.02208  259.886  129.943
 0.01797  243.016  121.508
 0.01272  348.260  174.130
 0.02485  198.827   99.413
 0.02139  185.973   92.986
 0.01956  128.625   64.312
 0.01478  165.871   82.936
 0.01690  218.503  109.252
 0.01771   94.433   47.216
 0.01434  124.930   62.465
 0.02031  573.560  286.780
 0.01918  173.149   86.575
 0.01756 1115.802  557.901
 0.01464  170.636   85.318
 0.02430  195.975   97.987
 0.01830  115.993   57.997
 0.00515   38.484   19.242
 0.01626  140.631   70.316
 0.01496   74.383   37.192
 0.01770  134.194   67.097
 0.01801  106.812   53.406
 0.01210   56.048   28.024
 0.02244  272.016  136.008
 0.01704  111.386   55.693
 0.00713   44.277   22.138
 0.01608   86.062   43.031
 0.00578   68.769   34.385
 0.01694  178.120   89.060
 0.01479  175.924   87.962
 0.01656  100.638   50.319
 0.01655  296.644  148.322
 0.01651  101.423   50.711
 0.01471  105.014   52.507
 0.01740  127.229   63.614
 0.00626  117.194   58.597
 0.01392  133.250   66.625
 0.01855 1065.684  532.842
 0.01649  612.763  306.381
 0.02196  496.650  248.325
 0.01797  109.693   54.847
 0.00307    3.620    1.810
 0.01846  132.921   66.460
 0.01446  241.382  120.691
 0.02294  603.702  301.851
 0.01861  135.236   67.618
 0.02031  120.498   60.249
 0.00092    1.187    0.594
 0.01488  225.421  112.710
 0.02142  438.678  219.339
 0.01864  261.746  130.873
 0.01475  241.210  120.605
 0.01597   96.661   48.331
 0.01277  151.950   75.975
 0.00536   61.956   30.978
 0.01500  161.807   80.903
 0.01452  262.024  131.012
 0.02073  195.807   97.903
 0.01360  293.939  146.969
 0.01995  203.022  101.511
 0.01629  411.987  205.993
 0.01022   39.358   19.679
 0.01267  106.677   53.339
 0.01647  128.241   64.121
 0.01374  186.684   93.342
 0.00277   43.781   21.891
 0.01500  241.102  120.551
 0.02332  374.538  187.269
 0.01258   88.001   44.000
 0.01323   72.785   36.392
 0.01979  124.934   62.467
 0.00956   29.128   14.564
 0.01861  195.984   97.992
 0.01342   72.049   36.024
 0.01422  163.909   81.955
 0.01815  244.841  122.421
 0.02274  183.830   91.915
 0.01892  237.995  118.997
 0.01737  118.069   59.035
 0.01886  176.551   88.276
 0.01394  140.577   70.288
 0.01762  130.422   65.211
 0.01688  260.517  130.258
 0.00616   92.622   46.311
 0.02051  559.965  279.983
 0.01680  194.495   97.248
 0.00691   49.988   24.994
 0.00246   20.211   10.105
 0.02492  187.232   93.616
 0.02100  157.858   78.929
 0.02308  385.220  192.610
 0.01715  148.053   74.026
 0.02321  214.610  107.305
 0.02277  183.131   91.565
 0.01865  138.786   69.393
 0.02458  409.026  204.513
 0.01571  217.185  108.592
 0.01848  298.088  149.044
 0.01998  182.494   91.247
 0.00999   42.474   21.237
 0.01217  119.045   59.523
 0.01802  172.105   86.053
 0.02456  327.783  163.891
 0.00234  291.130  145.565
 0.01486  234.329  117.164
 0.02045  166.578   83.289
 0.02031  409.901  204.951
 0.01839  221.668  110.834
 0.02425  282.365  141.183
 0.02065  136.881   68.441
 0.01205  104.453   52.227
 0.01686  143.800   71.900
 0.00599   37.951   18.975
 0.02236  330.136  165.068
 0.02253  308.282  154.141
 0.02019  174.194   87.097
 0.01587  122.358   61.179
 0.01133   97.561   48.781
 0.00614  154.656   77.328
 0.00620  141.181   70.590
 0.00332   79.178   39.589
 0.00446   59.479   29.740
 0.01641  119.748   59.874
 0.00458  257.588  128.794
 0.01038  245.206  122.603
 0.02331  160.370   80.185
 0.01655  229.533  114.767
 0.02052  188.067   94.033
 0.01800  113.536   56.768
 0.00506   20.099   10.050
 0.01937  230.169  115.084
 0.01998  158.847   79.423
 0.01494   86.874   43.437
 0.01737  263.352  131.676
 0.00449   53.562   26.781
 0.01007  192.418   96.209
 0.02124  331.236  165.618
 0.01029  106.223   53.111
 0.01961  160.591   80.295
 0.00481  236.616  118.308
 0.01994  116.602   58.301
 0.02035  152.998   76.499
 0.01794  159.876   79.938
 0.02103  160.956   80.478
 0.02466  227.496  113.748
 0.01177  136.212   68.106
 0.01109  124.431   62.216
 0.02466  352.588  176.294
 0.02422  184.435   92.218
 0.01764  114.061   57.030
 0.00294   25.442   12.721
 0.01665  110.235   55.118
 0.02224  391.578  195.789
 0.01763  111.261   55.630
 0.00385   20.685   10.342
 0.01833  283.305  141.653
 0.01973  217.591  108.796
 0.02150  152.036   76.018
 0.02374  168.093   84.046
 0.02324  273.541  136.771
 0.00712  170.046   85.023
 0.02376  376.473  188.237
 0.01954  287.279  143.639
 0.01977  279.899  139.949
 0.02381  313.983  156.992
 0.02493  444.557  222.279
 0.02386  317.848  158.924
 0.02215  229.348  114.674
 0.01916  119.906   59.953
 0.02004  401.815  200.908
 0.01056  156.980   78.490
 0.02136  325.560  162.780
 0.01124  146.217   73.108
 0.01889  197.728   98.864
 0.01923  243.675  121.837
 0.01174  143.204   71.602
 0.02405  275.181  137.590
 0.01497  126.257   63.129
 0.01170  165.285   82.643
 0.00347   36.672   18.336
 0.00412    7.251    3.625
 0.01612   79.861   39.930
 0.01694  189.547   94.774
 0.02480  195.295   97.647
 0.02190  175.791   87.895
 0.01074   82.087   41.044
 0.01773  307.361  153.681
 0.02266  171.141   85.570
 0.02271  167.367   83.683
 0.02025  277.128  138.564
 0.02080  331.066  165.533
 0.01079   94.430   47.215
 0.02220  538.138  269.069
 0.02083  288.757  144.379
 0.01178  263.733  131.866
 0.02358  184.997   92.498
 0.01212  133.399   66.699
 0.00843   30.160   15.080
 0.01634  179.285   89.643
 0.01399  270.535  135.267
 0.02012  304.991  152.495
 0.01993  129.791   64.896
 0.00106    0.722    0.361
 0.02456  453.877  226.939
 0.02129  355.187  177.594
 0.01922  284.944  142.472
 0.02090  177.224   88.612
 0.01744  138.271   69.135
 0.01268   57.911   28.955
 0.01940  588.019  294.009
 0.01881  253.690  126.845
 0.01827  149.285   74.643
 0.01993  189.091   94.546
 0.02135  134.556   67.278
 0.01891  331.579  165.789
 0.01172   49.601   24.801
 0.02080  363.041  181.521
 0.02016  243.675  121.838
 0.02168  517.400  258.700
 0.01190  117.227   58.613
 0.01781  254.691  127.345
 0.01327  162.979   81.490
 0.00257  236.775  118.387
 0.02097  232.306  116.153
 0.02133  223.652  111.826
 0.00768   65.428   32.714
 0.02437  199.480   99.740
 0.01394    3.815    1.908
 0.02098  215.955  107.978
 0.01795  117.061   58.531
 0.02185  205.726  102.863
 0.00584   11.528    5.764
 0.00587  276.073  138.037
 0.02275  247.513  123.756
 0.02435  195.222   97.611
 0.01894  185.134   92.567
 0.01955  112.845   56.422
 0.01965  204.310  102.155
 0.01929  165.317   82.658
 0.02166  234.544  117.272
 0.01360  280.451  140.225
 0.01713  126.228   63.114
 0.02276  156.102   78.051
 0.01862  404.657  202.328
 0.01659  165.555   82.777
 0.01922  396.240  198.120
 0.01278  222.939  111.469
 0.02048  597.334  298.667
 0.02115  186.058   93.029
 0.01893  345.960  172.980
 0.02132  178.799   89.400
 0.01659  109.027   54.513
 0.01691   87.233   43.616
 0.01142  351.881  175.941
 0.02061  457.361  228.681
 0.02107  233.842  116.921
 0.02100  386.746  193.373
 0.01345  127.988   63.994
 0.01990  177.995   88.998
 0.00547   16.341    8.171
 0.01983  650.301  325.150
 0.01996  518.899  259.449
 0.02109  304.971  152.485
 0.02136  145.422   72.711
 0.01744  123.433   61.716
 0.01303  105.782   52.891
 0.01712  100.994   50.497
 0.01942  144.019   72.010
 0.00213  246.453  123.227
 0.01947  426.565  213.283
 0.01976  704.591  352.296
 0.02168  278.732  139.366
 0.02117  217.606  108.803
 0.01648  633.236  316.618
 0.01364  383.320  191.660
 0.02078  141.578   70.789
 0.02132  178.142   89.071
 0.00231  120.074   60.037
 0.02058  374.668  187.334
 0.02204  264.733  132.366
 0.01857  136.588   68.294
 0.01794  127.111   63.556
 0.02119  190.410   95.205
 0.01756  220.538  110.269
 0.01872  226.568  113.284
 0.01706  225.113  112.556
 0.01608  279.674  139.837
 0.02306  302.382  151.191
 0.01685  214.213  107.106
 0.01574  259.668  129.834
 0.01352  481.811  240.906
 0.01896  171.396   85.698
 0.02250  471.010  235.505
 0.01983  137.470   68.735
 0.01990  330.137  165.068
 0.02199  155.896   77.948
 0.01861  166.756   83.378
 0.02159  369.465  184.733
 0.02221 1179.358  589.679
 0.00477  346.935  173.467
 0.01933  417.880  208.940
 0.01966  144.122   72.061
 0.02219  382.352  191.176
 0.02234  149.290   74.645
 0.02249  263.613  131.806
 0.02055  217.761  108.881
 0.02053  159.932   79.966
 0.01804  160.530   80.265
 0.01808  221.351  110.675
 0.01895  229.691  114.845
 0.01113  349.158  174.579
 0.01974  254.497  127.248
 0.02040  283.562  141.781
 0.02390  257.687  128.843
 0.01899  113.181   56.591
 0.02462  487.369  243.684
 0.01064   69.502   34.751
 0.02366  438.346  219.173
 0.01625  145.461   72.731
 0.01974  157.419   78.710
 0.00924   50.421   25.211
 0.00583   40.712   20.356
 0.01788  118.882   59.441
 0.00496   49.975   24.987
 0.01982  185.637   92.818
 0.01012   57.636   28.818
 0.02463  442.096  221.048
 0.02012  297.315  148.657
 0.00899  231.484  115.742
 0.02112  290.657  145.329
 0.01288  119.936   59.968
 0.02101  461.060  230.530
 0.01273  158.700   79.350
 0.02236  288.675  144.337
 0.02289  231.914  115.957
 0.00240    3.075    1.538
 0.01287  162.733   81.366
 0.02278  177.081   88.540
 0.02151  467.811  233.905
 0.01102  137.149   68.575
 0.01392  140.093   70.046
 0.00309   67.346   33.673
 0.01965  156.852   78.426
 0.02473  177.434   88.717
 0.01202   90.394   45.197
 0.02088  406.457  203.229
 0.02075  198.731   99.366
 0.01970  384.344  192.172
 0.02219  142.976   71.488
 0.01908  510.461  255.230
 0.00331  217.062  108.531
 0.01749  128.667   64.333
 0.01952  335.388  167.694
 0.01812  221.848  110.924
 0.00812   34.667   17.333
 0.01911  165.771   82.886
 0.02233  280.055  140.027
 0.02443  317.076  158.538
 0.02165  218.024  109.012
 0.02101  168.639   84.319
 0.00379  448.491  224.245
 0.02097  130.685   65.343
 0.00877   90.571   45.285
 0.01015   69.769   34.885
 0.01736  164.451   82.226
 0.01918  173.149   86.575
 0.01945  159.084   79.542
 0.00650   44.725   22.362
 0.01815  586.880  293.440
 0.02469  355.607  177.804
 0.02258  318.062  159.031
 0.01043  164.326   82.163
 0.01197  145.788   72.894
 0.00582  163.162   81.581
 0.00362   65.075   32.537
 0.01885  173.200   86.600
 0.01063   60.923   30.461
 0.01251   64.631   32.316
 0.01873  380.245  190.122
 0.02156  262.039  131.019
 0.01289  173.871   86.935
 0.01359  313.596  156.798
 0.02373  336.850  168.425
 0.01440   95.572   47.786
 0.01292  125.328   62.664
 0.02172  200.626  100.313
 0.02140  144.284   72.142
 0.00475   11.330    5.665
 0.00683  254.486  127.243
 0.02165  188.202   94.101
 0.02372  271.632  135.816
 0.01046   92.979   46.489
 0.02335  249.991  124.995
 0.01382  137.093   68.546
 0.02236  296.137  148.068
 0.00682   66.847   33.424
 0.02240  250.176  125.088
 0.02156  215.559  107.779
 0.02276  172.337   86.169
 0.00605   53.935   26.968
 0.02431  338.427  169.213
 0.00749   31.607   15.803
 0.01767   94.702   47.351
 0.02429  337.559  168.780
 0.00489   43.818   21.909
 0.01029   49.610   24.805
 0.02459  195.815   97.907
 0.00866   45.575   22.787
 0.02313  680.223  340.112
 0.01684  313.744  156.872
 0.01477   89.616   44.808
 0.02215  210.327  105.164
 0.01597   94.512   47.256
 0.01721   99.633   49.816
 0.01471  165.667   82.833
 0.02071  137.551   68.776
 0.02362  398.894  199.447
 0.01768  104.930   52.465
 0.01124  156.038   78.019
 0.02311  229.800  114.900
 0.01760  237.227  118.613
 0.02130  280.148  140.074
 0.01743  124.117   62.059
 0.02421  365.239  182.620
 0.02479  189.599   94.799
 0.01360  148.802   74.401
 0.02407  228.901  114.451
 0.02363  237.995  118.998
 0.01097  104.068   52.034
 0.00576   52.309   26.155
 0.01073  150.005   75.003
 0.01645  113.494   56.747
 0.02375  188.636   94.318
 0.02200  400.492  200.246
 0.02294  190.431   95.215
 0.01118  151.141   75.570
 0.02438  197.680   98.840
 0.01608  218.783  109.392
 0.02303  257.092  128.546
 0.01304  322.460  161.230
 0.02277  240.811  120.405
 0.01640  132.975   66.487
 0.01350  103.240   51.620
 0.01990  149.734   74.867
 0.01762  106.268   53.134
 0.01411   85.225   42.612
 0.01676  102.384   51.192
 0.02446  237.707  118.854
 0.01628   99.768   49.884
 0.00535    9.410    4.705
 0.01310   83.726   41.863
 0.01857  161.217   80.609
 0.01324  151.529   75.764
 0.02384  222.285  111.142
 0.01403   84.938   42.469
 0.01692  620.852  310.426
 0.00504  129.460   64.730
 0.00591   20.585   10.292
 0.00496   17.451    8.726
 0.01578  163.251   81.626
 0.01563  211.330  105.665
 0.01736  158.266   79.133
 0.01647  178.102   89.051
 0.01682  180.777   90.388
 0.00816   46.227   23.114
 0.01565   76.926   38.463
 0.01328   88.251   44.125
 0.02374  179.888   89.944
 0.01582  157.504   78.752
 0.02138  204.174  102.087
 0.02331 1061.167  530.584
 0.01837  197.796   98.898
 0.01914  288.716  144.358
 0.01903  118.928   59.464
 0.01755  149.983   74.991
 0.02087  277.843  138.921
 0.02270  207.819  103.910
 0.01527  104.254   52.127
 0.00732   55.741   27.870
 0.02479  285.549  142.775
 0.00946   91.785   45.892
 0.02169  292.029  146.015
 0.01295   57.288   28.644
 0.02411  218.519  109.260
 0.02385  175.212   87.606
 0.02402  475.381  237.691
 0.02300  352.336  176.168
 0.02130  250.467  125.234
 0.02184  354.464  177.232
 0.02091  282.626  141.313
 0.02267  335.226  167.613
 0.02134  194.796   97.398
 0.02089  400.042  200.021
 0.00205    6.755    3.377
 0.02100  185.467   92.734
 0.02490  373.320  186.660
 0.00531   13.206    6.603
 0.01344   67.855   33.927
 0.02416  188.918   94.459
 0.01387   85.338   42.669
 0.02014  158.846   79.423
 0.01778  137.405   68.702
 0.00824   73.901   36.951
 0.01274  125.216   62.608
 0.02491  330.241  165.120
 0.02195  161.710   80.855
 0.01556   85.988   42.994
 0.02316  415.889  207.944
 0.02118  304.005  152.002
 0.01675  110.032   55.016
 0.01349   67.184   33.592
 0.02412  329.939  164.970
 0.01311   60.915   30.458
 0.01649  343.948  171.974
 0.01789  114.608   57.304
 0.01935  138.872   69.436
 0.01839  148.855   74.427
 0.01609   85.821   42.910
 0.02106  215.946  107.973
 0.00740   54.255   27.127
 0.01687  118.226   59.113
 0.01541   91.205   45.602
 0.01599  134.455   67.227
 0.02479  183.629   91.814
 0.00888   91.729   45.865
 0.01654   94.607   47.303
 0.01550  438.412  219.206
 0.01561  228.274  114.137
 0.01777  113.218   56.609
 0.01042   38.131   19.065
 0.00196    0.758    0.379
 0.01614  130.703   65.352
 0.01658  109.552   54.776
 0.02413  376.699  188.349
 0.02210  200.064  100.032
 0.01584   84.955   42.477
 0.01380  119.921   59.960
 0.01088  194.879   97.439
 0.00773   28.675   14.338
 0.01518  137.995   68.997
 0.01325   85.341   42.670
 0.01699  207.984  103.992
 0.02034  156.986   78.493
 0.00321   69.333   34.666
 0.01972  152.257   76.129
 0.02032  146.177   73.088
 0.01675  188.848   94.424
 0.02246  283.510  141.755
 0.01582  324.258  162.129
 0.01239   76.606   38.303
 0.01788  133.806   66.903
 0.01397  249.096  124.548
 0.02357  448.703  224.352
 0.02339  339.750  169.875
 0.01524  151.770   75.885
 0.01579  167.883   83.942
 0.00678   14.873    7.436
 0.01419   88.502   44.251
 0.01605  116.026   58.013
 0.00683   31.337   15.669
 0.01543  159.139   79.569
 0.00779   35.374   17.687
 0.00660   12.747    6.373
 0.01499  148.875   74.438
 0.01891  504.181  252.091
 0.01664  131.401   65.700
 0.01471   90.326   45.163
 0.02450  241.803  120.901
 0.01428   87.867   43.934
 0.01660  139.540   69.770
 0.02121  173.344   86.672
 0.02284  345.961  172.981
 0.01762   97.365   48.682
 0.02477  528.122  264.061
 0.01747  171.483   85.742
 0.01517  204.060  102.030
 0.00874   26.817   13.409
 0.01117  118.242   59.121
 0.00563  124.148   62.074
 0.01660   79.854   39.927
 0.01313   70.999   35.499
 0.01453  450.317  225.159
 0.01310  109.428   54.714
 0.01354  143.272   71.636
 0.02046  253.438  126.719
 0.00075   38.802   19.401
 0.00137   67.166   33.583
 0.01388   84.990   42.495
 0.01344  306.427  153.214
 0.01624  199.808   99.904
 0.01222  141.538   70.769
 0.01084  101.057   50.529
 0.01293  124.887   62.444
 0.00908   40.054   20.027
 0.01351  409.091  204.545
 0.01627  166.746   83.373
 0.01792  125.130   62.565
 0.01375   58.443   29.221
 0.01597  286.320  143.160
 0.01767  154.298   77.149
 0.01325  117.910   58.955
 0.01239  305.816  152.908
 0.02343  322.392  161.196
 0.02318 1147.796  573.898
 0.02037  136.158   68.079
 0.02128  222.459  111.229
 0.01341   92.393   46.197
 0.01837  151.481   75.741
 0.00310   95.383   47.692
 0.01477  209.579  104.790
 0.00900   95.535   47.767
 0.01668  142.061   71.031
 0.00893   94.576   47.288
 0.02360  323.304  161.652
 0.01372  268.796  134.398
 0.01296  611.972  305.986
 0.01433  273.325  136.663
 0.01310  117.886   58.943
 0.01402   73.972   36.986
 0.01351  112.316   56.158
 0.01351   62.264   31.132
 0.01671  146.028   73.014
 0.01759  142.469   71.235
 0.01838  106.240   53.120
 0.02204  157.909   78.955
 0.01434   80.702   40.351
 0.00272   22.563   11.282
 0.01534   91.720   45.860
 0.01380  147.141   73.571
 0.01314  163.528   81.764
 0.00215    0.737    0.369
 0.00498   38.616   19.308
 0.01575   99.579   49.790
 0.02438  303.847  151.924
 0.01654  263.707  131.853
 0.00304    8.027    4.014
 0.00701   32.169   16.085
 0.00215    5.122    2.561
 0.00328   21.037   10.519
 0.01350  432.761  216.381
 0.01594  201.305  100.653
 0.01129  116.105   58.053
 0.00684   41.006   20.503
 0.02289  152.560   76.280
 0.00216   51.097   25.548
 0.01891  178.637   89.318
 0.01565  130.092   65.046
 0.00695   30.115   15.057
 0.01374   69.616   34.808
 0.01657  331.381  165.691
 0.01428  137.983   68.992
 0.01812  106.622   53.311
 0.00492   42.840   21.420
 0.01265  522.043  261.021
 0.01124   46.298   23.149
 0.02263  477.659  238.830
 0.01232  384.370  192.185
 0.02272  495.737  247.868
 0.01562  173.782   86.891
 0.01760  151.292   75.646
 0.01258   69.966   34.983
 0.01354  143.737   71.868
 0.02327  460.196  230.098
 0.01552  217.068  108.534
 0.01334   60.316   30.158
 0.01392   68.781   34.390
 0.01662  115.319   57.660
 0.01727  397.213  198.607
 0.00220  643.204  321.602
 0.01486  126.139   63.070
 0.02012  173.666   86.833
 0.02380  175.975   87.988
 0.02232  149.201   74.600
 0.01787  247.196  123.598
 0.02298  434.560  217.280
 0.01049   47.536   23.768
 0.01397   83.240   41.620
 0.02031  147.234   73.617
 0.01970  235.124  117.562
 0.02250  608.295  304.147
 0.01055   43.209   21.605
 0.01196  244.065  122.032
 0.01447   62.885   31.442
 0.00760  158.576   79.288
 0.01743  168.047   84.024
 0.01551  129.791   64.895
 0.02070  386.941  193.470
 0.02114  331.677  165.839
 0.01251   47.979   23.989
 0.02249  313.710  156.855
 0.01559   85.371   42.686
 0.01574  152.904   76.452
 0.02107  305.516  152.758
 0.00752   18.608    9.304
 0.01525  281.145  140.573
 0.01093  140.522   70.261
 0.01262  238.805  119.403
 0.01280   86.604   43.302
 0.01349   67.859   33.929
 0.00557   31.481   15.741
 0.01289   76.282   38.141
 0.01339   54.763   27.381
 0.02127  477.005  238.502
 0.00682   56.009   28.005
 0.01423  186.021   93.010
 0.02103  282.818  141.409
 0.01276   91.796   45.898
 0.01652   79.154   39.577
 0.00977   52.672   26.336
 0.02248  186.663   93.331
 0.01384  167.055   83.528
 0.01383  142.686   71.343
 0.01106  162.575   81.288
 0.01093   20.777   10.388
 0.02210  256.006  128.003
 0.00826   43.455   21.728
 0.02234  153.573   76.787
 0.01567  216.080  108.040
 0.01543  164.570   82.285
 0.02302  179.576   89.788
 0.02017  191.854   95.927
 0.00873   24.306   12.153
 0.02486  568.623  284.312
 0.00511   21.981   10.991
 0.01632  242.371  121.186
 0.00857  154.414   77.207
 0.01615  358.758  179.379
 0.01636  434.959  217.479
 0.01786  219.761  109.880
 0.02272  191.675   95.838
 0.01585  109.380   54.690
 0.01535  125.613   62.806
 0.01515   75.239   37.619
 0.02359  168.327   84.164
 0.01389  161.433   80.716
 0.00867  219.244  109.622
 0.01572  112.249   56.124
 0.01478  314.439  157.220
 0.01387  384.362  192.181
 0.01445  329.116  164.558
 0.01389   59.618   29.809
 0.01436  229.233  114.617
 0.01386   64.426   32.213
 0.02109  184.272   92.136
 0.01561  954.148  477.074
 0.00941   40.980   20.490
 0.00817   51.009   25.504
 0.01536  141.067   70.534
 0.01590  233.815  116.908
 0.01890  167.543   83.772
 0.01366  235.765  117.883
 0.01495  128.145   64.073
 0.00686   72.471   36.235
 0.01846  168.602   84.301
 0.01519  110.180   55.090
 0.01527  107.869   53.934
 0.00921   48.610   24.305
 0.01316  196.170   98.085
 0.01476  468.809  234.404
 0.01459   79.969   39.984
 0.01496  163.939   81.970
 0.00440    8.323    4.162
 0.01680  480.518  240.259
 0.02181  210.581  105.291
 0.00666  122.672   61.336
 0.00923   43.072   21.536
 0.01129  144.428   72.214
 0.01539  306.260  153.130
 0.01326  128.591   64.295
 0.01509  165.270   82.635
 0.01407   57.435   28.717
 0.00438  119.532   59.766
 0.01589  154.830   77.415
 0.01581  304.138  152.069
 0.01623  223.212  111.606
 0.00470   38.215   19.107
 0.01585  116.537   58.269
 0.01715  142.879   71.440
 0.01575  122.981   61.491
 0.01667  273.350  136.675
 0.01257  130.316   65.158
 0.01494  359.022  179.511
 0.01632  206.964  103.482
 0.01634  226.234  113.117
 0.00536   19.936    9.968
 0.01444  147.952   73.976
 0.01606   80.015   40.007
 0.02141  292.240  146.120
 0.00492   15.233    7.617
 0.01548  215.755  107.878
 0.00357  119.043   59.522
 0.01537  102.179   51.089
 0.00470   12.355    6.177
 0.01667  181.035   90.518
 0.00922  108.461   54.230
 0.02094  217.600  108.800
 0.02201  244.741  122.370
 0.02125  134.779   67.390
 0.01301   61.105   30.552
 0.00601   62.587   31.293
 0.01297  436.113  218.057
 0.01354   71.410   35.705
 0.01481  129.754   64.877
 0.00431    8.862    4.431
 0.02449  241.606  120.803
 0.00918   37.488   18.744
 0.01554  119.549   59.774
 0.00472  155.737   77.869
 0.01565  102.927   51.463
 0.00918   91.150   45.575
 0.01521  152.572   76.286
 0.00637   51.833   25.916
 0.01740  104.084   52.042
 0.00512   82.760   41.380
 0.01569  286.586  143.293
 0.01208  275.906  137.953
 0.02331  364.573  182.286
 0.02321  187.716   93.858
 0.02116  242.806  121.403
 0.01389  144.192   72.096
 0.01055   51.978   25.989
 0.01660  163.192   81.596
 0.01921  160.908   80.454
 0.01522  398.306  199.153
 0.01458  201.420  100.710
 0.01123   41.007   20.503
 0.02180  199.701   99.851
 0.01542  181.975   90.988
 0.00968  361.359  180.679
 0.01597  205.064  102.532
 0.00907   62.877   31.438
 0.00463   31.448   15.724
 0.01333  413.035  206.518
 0.02075  511.288  255.644
 0.01396  291.437  145.719
 0.02107  159.600   79.800
 0.01317  100.715   50.358
 0.01981  201.477  100.738
 0.01387   62.191   31.096
 0.00502    8.133    4.067
 0.01449  617.369  308.684
 0.00526   83.469   41.734
 0.00489   71.210   35.605
 0.01709   91.322   45.661
 0.01558  245.346  122.673
 0.02111  140.089   70.045
 0.02052  133.541   66.771
 0.01481  218.867  109.434
 0.02193  222.466  111.233
 0.01768  196.745   98.372
 0.01244  141.594   70.797
 0.01492  148.990   74.495
 0.01872  250.806  125.403
 0.01558  138.534   69.267
 0.00650   45.640   22.820
 0.02089  360.272  180.136
 0.01105  245.127  122.563
 0.01415  168.688   84.344
 0.01353   87.886   43.943
 0.01444  109.376   54.688
 0.01493  115.746   57.873
 0.00567   12.159    6.079
 0.01329   51.741   25.870
 0.00709   69.198   34.599
 0.00912  257.212  128.606
 0.00695   38.299   19.149
 0.02464  446.440  223.220
 0.01512  154.223   77.111
 0.00614   15.285    7.643
 0.02487  507.966  253.983
 0.01433   98.551   49.276
 0.01455   78.111   39.056
 0.00536   22.184   11.092
 0.00593  338.008  169.004
 0.00186  125.281   62.640
 0.01142   44.136   22.068
