#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  8.300  -5.673  -5.348  -5.931
  8.325  -5.710  -5.398  -5.953
  8.350  -5.748  -5.449  -5.976
  8.375  -5.787  -5.500  -6.003
  8.400  -5.827  -5.553  -6.031
  8.425  -5.868  -5.606  -6.061
  8.450  -5.911  -5.660  -6.094
  8.475  -5.954  -5.715  -6.129
  8.500  -5.997  -5.771  -6.165
  8.525  -6.041  -5.827  -6.203
  8.550  -6.086  -5.884  -6.244
  8.575  -6.133  -5.942  -6.285
  8.600  -6.180  -5.999  -6.327
  8.625  -6.228  -6.056  -6.371
  8.650  -6.276  -6.113  -6.417
  8.675  -6.325  -6.170  -6.463
  8.700  -6.373  -6.226  -6.509
  8.725  -6.420  -6.282  -6.554
  8.750  -6.467  -6.336  -6.598
  8.775  -6.513  -6.388  -6.640
  8.800  -6.558  -6.438  -6.678
  8.825  -6.600  -6.487  -6.712
  8.850  -6.640  -6.533  -6.743
  8.875  -6.677  -6.575  -6.771
  8.900  -6.710  -6.615  -6.796
  8.925  -6.739  -6.651  -6.818
  8.950  -6.764  -6.683  -6.836
  8.975  -6.786  -6.712  -6.853
  9.000  -6.805  -6.737  -6.867
  9.025  -6.821  -6.758  -6.879
  9.050  -6.834  -6.776  -6.889
  9.075  -6.846  -6.791  -6.897
  9.100  -6.857  -6.804  -6.904
  9.125  -6.866  -6.815  -6.911
  9.150  -6.874  -6.826  -6.917
  9.175  -6.882  -6.835  -6.924
  9.200  -6.891  -6.844  -6.931
  9.225  -6.899  -6.854  -6.939
  9.250  -6.909  -6.863  -6.948
  9.275  -6.919  -6.873  -6.959
  9.300  -6.930  -6.885  -6.971
  9.325  -6.943  -6.898  -6.985
  9.350  -6.957  -6.913  -7.000
  9.375  -6.973  -6.929  -7.017
  9.400  -6.991  -6.947  -7.036
  9.425  -7.011  -6.967  -7.057
  9.450  -7.033  -6.989  -7.080
  9.475  -7.057  -7.013  -7.106
  9.500  -7.083  -7.039  -7.134
  9.525  -7.112  -7.067  -7.166
  9.550  -7.143  -7.097  -7.199
  9.575  -7.176  -7.130  -7.236
  9.600  -7.212  -7.164  -7.275
  9.625  -7.250  -7.200  -7.317
  9.650  -7.291  -7.239  -7.361
  9.675  -7.334  -7.280  -7.408
  9.700  -7.380  -7.323  -7.457
  9.725  -7.429  -7.369  -7.509
  9.750  -7.479  -7.417  -7.564
  9.775  -7.533  -7.467  -7.621
  9.800  -7.589  -7.520  -7.681
  9.825  -7.647  -7.575  -7.744
  9.850  -7.708  -7.632  -7.809
  9.875  -7.772  -7.691  -7.876
  9.900  -7.838  -7.753  -7.946
  9.925  -7.906  -7.817  -8.019
  9.950  -7.977  -7.883  -8.095
  9.975  -8.051  -7.952  -8.173
 10.000  -8.127  -8.022  -8.254
 10.025  -8.206  -8.095  -8.338
 10.050  -8.287  -8.170  -8.425
 10.075  -8.370  -8.248  -8.515
 10.100  -8.456  -8.327  -8.608
 10.125  -8.545  -8.409  -8.704
 10.150  -8.636  -8.493  -8.803
 10.175  -8.729  -8.579  -8.905
 10.200  -8.826  -8.667  -9.009
 10.225  -8.925  -8.757  -9.116
 10.250  -9.026  -8.849  -9.226
 10.275  -9.130  -8.943  -9.339
 10.300  -9.237  -9.039  -9.455
 10.325  -9.346  -9.138  -9.574
 10.350  -9.457  -9.239  -9.695
 10.375  -9.571  -9.342  -9.820
 10.400  -9.688  -9.447  -9.947
 10.425  -9.808  -9.554 -10.078
 10.450  -9.930  -9.663 -10.211
 10.475 -10.055  -9.775 -10.347
 10.500 -10.182  -9.888 -10.485
 10.525 -10.312 -10.004 -10.627
 10.550 -10.445 -10.121 -10.771
 10.575 -10.580 -10.241 -10.918
 10.600 -10.719 -10.362 -11.068
 10.625 -10.859 -10.486 -11.221
 10.650 -11.003 -10.611 -11.377
 10.675 -11.149 -10.739 -11.536
 10.700 -11.298 -10.869 -11.698
 10.725 -11.450 -11.000 -11.862
 10.750 -11.603 -11.135 -12.029
 10.775 -11.760 -11.272 -12.199
 10.800 -11.918 -11.411 -12.373
 10.825 -12.079 -11.552 -12.548
 10.850 -12.242 -11.695 -12.727
 10.875 -12.408 -11.840 -12.908
 10.900 -12.577 -11.987 -13.093
 10.925 -12.748 -12.136 -13.279
 10.950 -12.921 -12.286 -13.469
 10.975 -13.097 -12.440 -13.662
 11.000 -13.275 -12.594 -13.858
