#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  8.900  -7.254  -7.099  -7.405
  8.925  -7.245  -7.100  -7.386
  8.950  -7.238  -7.101  -7.368
  8.975  -7.233  -7.104  -7.353
  9.000  -7.228  -7.108  -7.340
  9.025  -7.226  -7.113  -7.329
  9.050  -7.225  -7.119  -7.320
  9.075  -7.226  -7.127  -7.314
  9.100  -7.229  -7.135  -7.310
  9.125  -7.233  -7.145  -7.308
  9.150  -7.239  -7.155  -7.309
  9.175  -7.246  -7.167  -7.312
  9.200  -7.255  -7.180  -7.317
  9.225  -7.265  -7.194  -7.324
  9.250  -7.278  -7.210  -7.333
  9.275  -7.291  -7.226  -7.345
  9.300  -7.307  -7.244  -7.358
  9.325  -7.324  -7.264  -7.374
  9.350  -7.343  -7.284  -7.392
  9.375  -7.363  -7.306  -7.412
  9.400  -7.385  -7.330  -7.434
  9.425  -7.409  -7.354  -7.458
  9.450  -7.435  -7.381  -7.484
  9.475  -7.462  -7.408  -7.511
  9.500  -7.491  -7.438  -7.541
  9.525  -7.521  -7.469  -7.573
  9.550  -7.554  -7.501  -7.606
  9.575  -7.588  -7.535  -7.641
  9.600  -7.624  -7.570  -7.678
  9.625  -7.661  -7.607  -7.717
  9.650  -7.701  -7.645  -7.759
  9.675  -7.742  -7.684  -7.802
  9.700  -7.784  -7.725  -7.847
  9.725  -7.828  -7.767  -7.895
  9.750  -7.874  -7.811  -7.945
  9.775  -7.922  -7.855  -7.997
  9.800  -7.971  -7.901  -8.051
  9.825  -8.022  -7.948  -8.109
  9.850  -8.074  -7.997  -8.168
  9.875  -8.128  -8.046  -8.230
  9.900  -8.183  -8.097  -8.295
  9.925  -8.241  -8.149  -8.362
  9.950  -8.300  -8.202  -8.431
  9.975  -8.360  -8.256  -8.502
 10.000  -8.422  -8.311  -8.576
 10.025  -8.486  -8.367  -8.653
 10.050  -8.552  -8.425  -8.732
 10.075  -8.619  -8.484  -8.813
 10.100  -8.688  -8.544  -8.897
 10.125  -8.758  -8.605  -8.982
 10.150  -8.831  -8.668  -9.070
 10.175  -8.905  -8.731  -9.160
 10.200  -8.980  -8.796  -9.253
 10.225  -9.057  -8.862  -9.347
 10.250  -9.136  -8.930  -9.444
 10.275  -9.217  -8.998  -9.543
 10.300  -9.300  -9.068  -9.645
 10.325  -9.384  -9.139  -9.748
 10.350  -9.469  -9.211  -9.853
 10.375  -9.557  -9.285  -9.961
 10.400  -9.646  -9.360 -10.072
 10.425  -9.737  -9.436 -10.184
 10.450  -9.830  -9.513 -10.299
 10.475  -9.925  -9.591 -10.415
 10.500 -10.021  -9.671 -10.535
 10.525 -10.118  -9.752 -10.656
 10.550 -10.218  -9.834 -10.779
 10.575 -10.319  -9.918 -10.905
 10.600 -10.422 -10.002 -11.033
 10.625 -10.526 -10.088 -11.163
 10.650 -10.632 -10.175 -11.295
 10.675 -10.740 -10.263 -11.430
 10.700 -10.850 -10.352 -11.566
 10.725 -10.961 -10.443 -11.705
 10.750 -11.074 -10.534 -11.845
 10.775 -11.188 -10.627 -11.988
 10.800 -11.305 -10.721 -12.134
 10.825 -11.423 -10.817 -12.282
 10.850 -11.543 -10.914 -12.431
 10.875 -11.664 -11.011 -12.584
 10.900 -11.786 -11.110 -12.738
 10.925 -11.911 -11.211 -12.895
 10.950 -12.037 -11.313 -13.054
 10.975 -12.165 -11.416 -13.214
 11.000 -12.294 -11.520 -13.377
