#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  8.075  -5.725  -5.655  -5.804
  8.100  -5.737  -5.672  -5.809
  8.125  -5.751  -5.690  -5.817
  8.150  -5.768  -5.708  -5.829
  8.175  -5.785  -5.726  -5.846
  8.200  -5.803  -5.745  -5.865
  8.225  -5.823  -5.765  -5.887
  8.250  -5.844  -5.787  -5.912
  8.275  -5.867  -5.809  -5.938
  8.300  -5.891  -5.832  -5.967
  8.325  -5.917  -5.856  -5.996
  8.350  -5.944  -5.881  -6.026
  8.375  -5.972  -5.907  -6.056
  8.400  -6.001  -5.935  -6.085
  8.425  -6.030  -5.963  -6.112
  8.450  -6.060  -5.992  -6.139
  8.475  -6.088  -6.022  -6.164
  8.500  -6.116  -6.051  -6.186
  8.525  -6.141  -6.079  -6.208
  8.550  -6.165  -6.104  -6.230
  8.575  -6.187  -6.128  -6.250
  8.600  -6.208  -6.147  -6.270
  8.625  -6.228  -6.162  -6.289
  8.650  -6.247  -6.171  -6.307
  8.675  -6.264  -6.175  -6.323
  8.700  -6.279  -6.174  -6.338
  8.725  -6.292  -6.171  -6.351
  8.750  -6.301  -6.168  -6.362
  8.775  -6.308  -6.165  -6.370
  8.800  -6.311  -6.163  -6.376
  8.825  -6.313  -6.162  -6.381
  8.850  -6.313  -6.163  -6.384
  8.875  -6.312  -6.166  -6.385
  8.900  -6.310  -6.171  -6.386
  8.925  -6.309  -6.180  -6.385
  8.950  -6.309  -6.191  -6.385
  8.975  -6.310  -6.203  -6.384
  9.000  -6.313  -6.217  -6.385
  9.025  -6.317  -6.233  -6.386
  9.050  -6.324  -6.252  -6.390
  9.075  -6.332  -6.272  -6.394
  9.100  -6.343  -6.294  -6.400
  9.125  -6.358  -6.317  -6.408
  9.150  -6.376  -6.341  -6.418
  9.175  -6.397  -6.365  -6.433
  9.200  -6.419  -6.390  -6.453
  9.225  -6.443  -6.415  -6.477
  9.250  -6.469  -6.441  -6.506
  9.275  -6.496  -6.468  -6.542
  9.300  -6.524  -6.496  -6.584
  9.325  -6.555  -6.526  -6.631
  9.350  -6.589  -6.558  -6.681
  9.375  -6.626  -6.591  -6.733
  9.400  -6.666  -6.626  -6.789
  9.425  -6.709  -6.664  -6.849
  9.450  -6.755  -6.704  -6.911
  9.475  -6.805  -6.747  -6.975
  9.500  -6.857  -6.792  -7.043
  9.525  -6.912  -6.840  -7.113
  9.550  -6.970  -6.890  -7.186
  9.575  -7.030  -6.944  -7.262
  9.600  -7.094  -7.000  -7.341
  9.625  -7.160  -7.058  -7.422
  9.650  -7.229  -7.120  -7.507
  9.675  -7.301  -7.184  -7.594
  9.700  -7.376  -7.251  -7.685
  9.725  -7.453  -7.320  -7.778
  9.750  -7.534  -7.392  -7.874
  9.775  -7.617  -7.468  -7.972
  9.800  -7.703  -7.545  -8.073
  9.825  -7.792  -7.626  -8.177
  9.850  -7.883  -7.709  -8.283
  9.875  -7.978  -7.795  -8.392
  9.900  -8.076  -7.883  -8.504
  9.925  -8.176  -7.975  -8.619
  9.950  -8.279  -8.068  -8.737
  9.975  -8.385  -8.165  -8.857
 10.000  -8.494  -8.264  -8.980
 10.025  -8.605  -8.366  -9.106
 10.050  -8.719  -8.470  -9.235
 10.075  -8.836  -8.577  -9.366
 10.100  -8.955  -8.687  -9.500
 10.125  -9.077  -8.799  -9.637
 10.150  -9.202  -8.914  -9.777
 10.175  -9.330  -9.032  -9.918
 10.200  -9.461  -9.152 -10.063
 10.225  -9.594  -9.275 -10.211
 10.250  -9.731  -9.401 -10.361
 10.275  -9.870  -9.530 -10.514
 10.300 -10.012  -9.662 -10.671
 10.325 -10.157  -9.796 -10.829
 10.350 -10.305  -9.933 -10.990
 10.375 -10.456 -10.073 -11.154
 10.400 -10.610 -10.215 -11.321
 10.425 -10.766 -10.360 -11.491
 10.450 -10.925 -10.507 -11.663
 10.475 -11.086 -10.657 -11.837
 10.500 -11.251 -10.810 -12.014
 10.525 -11.419 -10.965 -12.194
 10.550 -11.589 -11.123 -12.378
 10.575 -11.762 -11.285 -12.566
 10.600 -11.938 -11.449 -12.757
 10.625 -12.116 -11.617 -12.952
 10.650 -12.297 -11.786 -13.151
 10.675 -12.482 -11.958 -13.352
 10.700 -12.669 -12.133 -13.556
 10.725 -12.860 -12.311 -13.763
 10.750 -13.054 -12.492 -13.972
 10.775 -13.251 -12.675 -14.184
 10.800 -13.450 -12.859 -14.399
 10.825 -13.653 -13.045 -14.617
 10.850 -13.858 -13.233 -14.838
 10.875 -14.066 -13.424 -15.062
 10.900 -14.277 -13.617 -15.288
 10.925 -14.490 -13.812 -15.514
 10.950 -14.705 -14.009 -15.745
 10.975 -14.922 -14.205 -15.975
 11.000 -15.143 -14.402 -16.208
